cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,fecha_reseña,producto_categoria,reseña_id,texto_reseña
536,8.0,19606.33,357.5,71.0,57.0,tienda física,46.0,2023-10-08,salud,536,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
537,9.0,5158.58,153.19,147.0,192.0,web,19.0,2025-05-08,salud,537,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
538,91.0,3481.06,1030.75,116.0,16.0,web,39.0,2023-06-02,alimentos,538,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
539,79.0,10024.76,925.41,272.0,,web,33.0,2024-09-02,servicios,539,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
540,28.0,14101.44,286.91,298.0,110.0,marketplace,25.0,2023-02-01,electronica,540,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
541,57.0,8635.62,1329.53,167.0,134.0,call center,45.0,2024-03-20,educacion,541,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
542,100.0,12099.27,618.76,120.0,95.0,tienda física,45.0,2024-04-08,electronica,542,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
543,93.0,16028.96,727.04,228.0,75.0,web,22.0,2025-04-25,ropa,543,El  diseño es atractivo y el color coincide con lo esperado después de varios usos
544,69.0,3209.45,1020.71,331.0,70.0,tienda física,9.0,2023-10-30,electronica,544,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
545,82.0,17862.12,418.75,280.0,232.0,web,30.0,2025-08-02,servicios,545,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
546,56.0,16008.34,625.98,133.0,201.0,marketplace,2.0,2024-10-17,alimentos,546,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
547,73.0,nanabc,933.43,179.0,138.0,móvil,39.0,2023-01-03,alimentos,547,El producto alimenticio viene muuy empacado y cumple con lo básico para el consumo diario
548,65.0,4475.21,,15.0,125.0,móvil,26.0,2024-01-15,alimentos,548,El  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
549,4.0,1468.89,142.51,26.0,46.0,web,36.0,2024-03-12,ropa,549,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
550,55.0,6599.52,173.78,358.0,146.0,marketplace,45.0,2024-04-06,servicios,550,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
551,34.0,14036.18,941.49,360.0,164.0,web,5.0,2024-03-10,salud,551,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
552,42.0,1979.85,1124.52,306.0,169.0,tienda física,49.0,2024-04-14,alimentos,552,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
553,40.0,14574.57,63.83,210.0,75.0,marketplace,27.0,,salud,553,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
554,66.0,17077.06,973.77,226.0,19.0,web,8.0,2025-11-05,alimentos,554,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
555,91.0,5329.07,1251.89,150.0,91.0,call center,28.0,2025-10-10,educacion,555,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
556,98.0,14041.02,919.54,255.0,135.0,móvil,4.0,2023-05-25,ropa,556,El diseño es atractivo y el color coincide con lo esperado después de varios usos
557,76.0,2416.81,1115.68,209.0,180.0,móvil,5.0,2023-06-08,servicios,557,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
558,61.0,19915.63,46.79,123.0,89.0,call center,10.0,2024-08-21,alimentos,558,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..
559,28.0,1445.13,925.18,217.0,191.0,marketplace,25.0,2025-05-10,hogar,559,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
560,20.0,19634.81,319.98,191.0,28.0,tienda física,17.0,2023-01-13,ropa,560,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..
561,8.0,8294.52,1367.66,155.0,42.0,marketplace,18.0,2024-10-27,educacion,561,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
562,,1378.36,1331.23,3.0,132.0,marketplace,,2023-02-14,electronica,562,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
563,100.0,18587.22,1085.33,200.0,25.0,tienda física,31.0,2025-09-09,salud,563,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
564,19.0,574.4,1059.94,209.0,157.0,marketplace,6.0,2025-02-15,educacion,564,El contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido
565,89.0,nanabc,1228.2,278.0,104.0,marketplace,34.0,2025-08-05,salud,565,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
566,82.0,890.01,959.81,354.0,7.0,móvil,32.0,2023-03-06,electronica,566,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
567,34.0,1823.12,1167.05,309.0,53.0,marketplace,21.0,2025-06-05,electronica,567,La  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
568,12.0,5568.13,795.68,220.0,91.0,web,50.0,,educacion,568,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
569,54.0,428.43,63.12,134.0,193.0,marketplace,36.0,2024-03-28,hogar,569,Cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones
570,31.0,14225.64,90.33,26.0,116.0,web,35.0,2023-08-10,salud,570,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
571,90.0,4860.51,808.84,330.0,138.0,móvil,35.0,2023-10-27,educacion,571,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
572,89.0,4744.07,1404.83,355.0,24.0,web,21.0,,servicios,572,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
573,16.0,8676.95,265.13,132.0,195.0,tienda física,34.0,2023-02-27,salud,573,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
574,66.0,12497.66,809.76,36.0,98.0,web,20.0,2025-08-04,alimentos,574,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
575,65.0,32.4,1151.92,216.0,90.0,móvil,21.0,2025-02-09,salud,575,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
576,92.0,7920.28,1399.63,271.0,116.0,web,16.0,2024-01-12,hogar,576,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
577,53.0,4557.76,856.08,131.0,45.0,call center,13.0,2025-09-25,alimentos,577,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
578,39.0,12909.15,901.71,285.0,36.0,móvil,32.0,2023-01-26,electronica,578,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
579,21.0,10262.46,,58.0,29.0,web,30.0,,hogar,579,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
580,24.0,16141.11,78.48,131.0,29.0,web,19.0,2025-08-01,salud,580,Las instalaciones están limpias y el personal explica los procedimientos de forma básica ..
581,58.0,2511.54,502.97,53.0,118.0,tienda física,46.0,2023-12-05,educacion,581,El contenido educativo es comprensible yyy bien estructurado aunque el ritmo es algo rápido
582,0.0,8076.3,575.15,345.0,11.0,call center,46.0,2024-05-13,servicios,582,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
583,72.0,10010.57,1007.78,241.0,49.0,marketplace,38.0,2024-06-29,educacion,583,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
584,32.0,15508.84,709.2,8.0,157.0,web,35.0,2025-11-07,alimentos,584,El  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
585,26.0,17289.4,1365.17,262.0,199.0,marketplace,39.0,2024-05-09,servicios,585,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
586,71.0,9998.0,1461.22,49.0,208.0,tienda física,15.0,2024-07-04,hogar,586,Cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones
587,80.0,7579.69,1251.29,68.0,121.0,call center,24.0,2025-11-28,electronica,587,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
588,94.0,13760.79,232.76,52.0,219.0,web,7.0,2023-03-08,electronica,588,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
589,77.0,4565.57,280.28,278.0,49.0,móvil,16.0,2024-10-08,electronica,589,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
590,5.0,3401.59,1465.5,271.0,205.0,web,38.0,2023-07-06,electronica,590,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
591,95.0,19493.2,889.5,70.0,205.0,call center,30.0,2025-10-22,ropa,591,El diseño es atractivo y el color coincide con lo esperado después de varios usos
592,2.0,6588.2,1278.83,321.0,229.0,web,27.0,,salud,592,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
593,55.0,17207.86,98.64,322.0,53.0,call center,3.0,2023-11-16,ropa,593,El diseño es atractivo y el color coincide con lo esperado después de varios usos
594,75.0,7876.02,1356.86,29.0,58.0,móvil,21.0,2023-07-01,servicios,594,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
595,50.0,5070.87,458.67,358.0,14.0,tienda física,9.0,2025-03-03,educacion,595,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..
596,9.0,14045.68,638.12,150.0,97.0,tienda física,17.0,2023-02-14,ropa,596,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
597,42.0,17221.59,610.71,187.0,105.0,móvil,3.0,2025-05-08,educacion,597,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
598,75.0,2191.3,272.68,62.0,141.0,web,23.0,2024-08-14,ropa,598,El diseño es atractivo y el color coincide con lo esperado después de varios usos
599,96.0,787.18,1372.41,120.0,58.0,tienda física,29.0,2025-01-25,ropa,599,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
600,40.0,19019.14,143.14,215.0,217.0,tienda física,8.0,2024-04-12,salud,600,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
601,80.0,16879.6,664.19,207.0,156.0,tienda física,19.0,2023-08-20,ropa,601,El diseño es atractivo y el color coincide con lo esperado después de varios usos
602,19.0,16565.24,199.31,3.0,80.0,call center,19.0,2025-01-12,electronica,602,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
603,20.0,5395.04,213.97,125.0,223.0,móvil,24.0,2025-02-02,servicios,603,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
604,40.0,1049.98,12.69,4.0,169.0,marketplace,6.0,,servicios,604,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
605,16.0,8005.74,1335.49,161.0,108.0,móvil,2.0,2024-06-03,educacion,605,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
606,86.0,6210.73,612.04,273.0,58.0,marketplace,47.0,2023-09-12,alimentos,606,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
607,63.0,13768.19,875.05,80.0,51.0,marketplace,,2025-03-16,educacion,607,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
608,29.0,4173.23,1378.67,213.0,201.0,móvil,34.0,2023-03-10,salud,608,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
609,15.0,3606.88,1091.07,114.0,63.0,marketplace,15.0,2024-09-22,educacion,609,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
610,10.0,14213.47,1349.78,286.0,148.0,tienda física,39.0,,educacion,610,El  contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
611,12.0,16757.48,850.14,241.0,57.0,web,12.0,2024-05-09,hogar,611,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
612,22.0,9398.73,751.95,3.0,27.0,móvil,47.0,2024-04-24,hogar,612,Cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones
613,50.0,9162.99,1330.5,158.0,192.0,móvil,24.0,2024-04-20,electronica,613,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
614,37.0,2991.96,1409.68,267.0,5.0,móvil,32.0,2023-11-08,alimentos,614,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
615,93.0,1716.84,107.11,109.0,187.0,web,11.0,2023-06-11,salud,615,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
616,,10535.57,22.06,38.0,147.0,call center,26.0,,educacion,616,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..
617,5.0,15113.69,1271.1,140.0,225.0,marketplace,15.0,2025-02-07,salud,617,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
618,98.0,548.81,1170.85,346.0,15.0,call center,6.0,2023-06-12,electronica,618,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
619,5.0,9328.62,414.53,342.0,,call center,18.0,2025-07-20,hogar,619,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
620,53.0,15003.4,555.23,101.0,124.0,web,45.0,2023-02-28,educacion,620,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
621,46.0,10292.65,239.68,119.0,117.0,web,46.0,2025-05-22,educacion,621,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..
622,82.0,1942.95,1061.92,163.0,145.0,call center,7.0,2023-11-25,salud,622,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
623,97.0,10967.8,1400.9,115.0,134.0,web,41.0,2025-09-15,educacion,623,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
624,11.0,6513.44,788.65,200.0,104.0,tienda física,40.0,2023-05-27,electronica,624,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
625,77.0,6814.48,637.42,177.0,207.0,marketplace,11.0,2023-03-22,educacion,625,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
626,44.0,19972.48,1060.69,100.0,177.0,call center,25.0,2023-01-29,ropa,626,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
627,92.0,6102.55,1426.67,110.0,203.0,marketplace,40.0,2024-04-29,educacion,627,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
628,39.0,11489.82,630.4,139.0,118.0,call center,21.0,2024-03-07,educacion,628,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
629,32.0,11366.88,721.9,282.0,123.0,web,50.0,2025-11-27,servicios,629,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
630,1.0,4586.22,101.33,184.0,128.0,web,10.0,2025-12-01,salud,630,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
631,78.0,,1104.93,241.0,114.0,móvil,34.0,2023-08-22,electronica,631,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
632,12.0,14084.3,898.41,198.0,122.0,móvil,44.0,2023-09-22,servicios,632,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
633,96.0,19494.13,1301.24,112.0,60.0,call center,19.0,2023-04-16,electronica,633,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
634,74.0,15540.39,779.06,118.0,186.0,web,6.0,2023-09-20,hogar,634,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
635,58.0,12301.73,1054.77,303.0,61.0,marketplace,18.0,2025-03-21,hogar,635,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
636,76.0,14960.34,103.65,69.0,19.0,web,20.0,2024-06-27,ropa,636,El diseño es atractivo y el color coincide con lo esperado después de varios usos
637,65.0,7098.07,446.14,299.0,47.0,marketplace,32.0,2025-05-16,hogar,637,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
638,,16998.01,731.02,244.0,97.0,call center,28.0,2023-10-29,alimentos,638,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
639,nanabc,15895.58,1340.51,157.0,175.0,móvil,8.0,2025-04-07,electronica,639,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
640,41.0,17912.9,1051.26,50.0,9.0,móvil,17.0,2024-04-11,servicios,640,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
641,7.0,17995.66,553.2,285.0,83.0,call center,42.0,2025-06-02,servicios,641,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
642,68.0,9147.99,382.43,230.0,79.0,web,32.0,2025-11-26,educacion,642,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
643,50.0,13559.11,778.76,,43.0,marketplace,2.0,2024-02-12,alimentos,643,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..
644,38.0,11620.33,1468.17,348.0,76.0,web,44.0,2023-09-22,alimentos,644,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
645,11.0,19463.77,1256.83,125.0,145.0,marketplace,44.0,2025-11-20,electronica,645,La interfaz es intuitiva yyy el dispositivo responde bien en tareas comunes yyy prolongadas
646,68.0,6985.49,958.11,266.0,107.0,tienda física,47.0,2024-11-28,alimentos,646,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..
647,70.0,Error,548.47,144.0,97.0,web,19.0,2024-06-30,salud,647,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
648,42.0,Error,865.6,91.0,10.0,call center,10.0,2023-05-18,ropa,648,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
649,89.0,19050.86,,43.0,28.0,móvil,2.0,2024-02-26,ropa,649,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
650,88.0,16938.74,1000.39,152.0,230.0,web,12.0,2023-04-02,ropa,650,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
651,62.0,13890.11,,46.0,29.0,web,18.0,2024-04-23,alimentos,651,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..
652,18.0,5189.61,312.3,190.0,182.0,web,37.0,2024-12-08,electronica,652,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
653,99.0,3694.16,60.97,305.0,18.0,tienda física,24.0,2023-03-13,alimentos,653,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
654,80.0,12291.87,963.31,314.0,126.0,call center,36.0,2023-08-07,ropa,654,El diseño es atractivo y el color coincide con lo esperado después de varios usos
655,3.0,14949.0,1263.66,154.0,168.0,móvil,7.0,2024-09-24,educacion,655,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
656,67.0,Error,1154.89,307.0,107.0,call center,11.0,2025-02-01,salud,656,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..
657,75.0,16996.4,504.55,138.0,99.0,call center,29.0,2025-10-16,educacion,657,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
658,78.0,13902.18,1417.25,235.0,83.0,móvil,47.0,2025-09-08,salud,658,La  atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
659,12.0,5231.76,526.87,265.0,139.0,web,29.0,2025-09-02,ropa,659,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
660,77.0,9684.82,1124.97,28.0,37.0,call center,42.0,2023-10-21,hogar,660,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
661,90.0,8975.28,1454.87,312.0,118.0,móvil,15.0,2025-03-03,ropa,661,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
662,34.0,14890.74,1495.31,358.0,,marketplace,22.0,2024-04-18,educacion,662,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
663,32.0,14096.98,1405.88,325.0,171.0,tienda física,28.0,2025-04-27,electronica,663,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
664,49.0,8924.11,1226.9,195.0,,marketplace,43.0,,salud,664,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
665,58.0,10810.54,123.27,201.0,13.0,call center,26.0,2025-05-17,alimentos,665,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
666,26.0,2178.64,454.07,221.0,36.0,tienda física,6.0,2024-10-07,educacion,666,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
667,71.0,19974.92,1038.1,172.0,146.0,marketplace,3.0,2023-05-03,educacion,667,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
668,11.0,3820.67,1140.94,163.0,124.0,móvil,50.0,2024-08-05,electronica,668,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
669,45.0,11869.72,909.4,110.0,76.0,call center,25.0,2024-11-01,electronica,669,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
670,14.0,18575.56,1012.37,154.0,99.0,marketplace,1.0,2023-09-30,ropa,670,El diseño es atractivo y el color coincide con lo esperado después de varios usos
671,0.0,11928.32,610.66,207.0,122.0,móvil,29.0,2023-09-28,hogar,671,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
672,94.0,8562.91,1332.96,139.0,172.0,móvil,21.0,2024-03-08,ropa,672,El  diseño es atractivo y el color coincide con lo esperado después de varios usos
673,79.0,9008.7,,249.0,80.0,tienda física,43.0,2024-11-10,ropa,673,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
674,96.0,13988.04,364.55,350.0,112.0,web,31.0,2023-07-03,ropa,674,El diseño es atractivo y el color coincide con lo esperado después de varios usos
675,90.0,2936.98,507.85,109.0,176.0,tienda física,31.0,2025-07-07,salud,675,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
676,86.0,13293.41,547.84,77.0,,marketplace,20.0,2025-01-26,salud,676,La  atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
677,38.0,5161.03,403.95,225.0,51.0,móvil,32.0,2024-05-08,ropa,677,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
678,21.0,9926.54,745.3,53.0,214.0,marketplace,36.0,2023-05-19,electronica,678,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
679,60.0,8164.07,447.81,121.0,84.0,marketplace,37.0,2024-09-11,servicios,679,La  experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
680,34.0,17307.19,801.03,333.0,61.0,tienda física,17.0,,alimentos,680,El producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario
681,8.0,15656.32,601.88,213.0,36.0,marketplace,23.0,2024-06-07,educacion,681,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
682,40.0,10416.72,398.69,54.0,168.0,móvil,22.0,2023-10-22,alimentos,682,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
683,26.0,3146.15,1333.16,295.0,80.0,call center,38.0,2024-08-15,hogar,683,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
684,57.0,1127.05,716.42,344.0,,marketplace,37.0,2024-08-14,alimentos,684,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
685,46.0,18554.2,848.23,153.0,78.0,web,21.0,2023-08-02,salud,685,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
686,2.0,16473.63,292.33,150.0,81.0,tienda física,18.0,2023-09-04,ropa,686,El diseño es atractivo y el color coincide con lo esperado después de varios usos
687,64.0,19623.16,,77.0,149.0,web,48.0,2025-08-25,alimentos,687,El  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
688,67.0,6206.84,1126.32,248.0,11.0,móvil,,2025-01-13,ropa,688,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..
689,68.0,11905.27,705.73,144.0,140.0,móvil,33.0,2024-10-23,salud,689,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
690,81.0,14738.69,797.23,125.0,227.0,tienda física,39.0,2025-08-25,servicios,690,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
691,94.0,3041.6,965.31,132.0,227.0,tienda física,44.0,2023-02-15,hogar,691,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
692,21.0,4315.13,34.81,13.0,86.0,marketplace,19.0,2025-04-24,electronica,692,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
693,5.0,14793.4,1438.98,354.0,23.0,call center,48.0,2025-07-07,alimentos,693,El sabor es aceptable y la textura resulta agradable aunq esperaba mayor frescura
694,47.0,84.64,1118.55,,153.0,call center,12.0,2025-03-18,servicios,694,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
695,95.0,8037.07,1082.85,204.0,,web,49.0,2024-03-20,ropa,695,El  diseño es atractivo y el color coincide con lo esperado después de varios usos
696,44.0,18090.94,795.14,11.0,37.0,tienda física,32.0,2023-09-09,electronica,696,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
697,67.0,10522.23,,201.0,146.0,marketplace,3.0,2024-04-17,servicios,697,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
698,2.0,9091.49,1214.91,116.0,105.0,web,12.0,2023-02-24,ropa,698,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..
699,18.0,810.89,697.93,235.0,214.0,móvil,33.0,2025-04-17,servicios,699,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
700,95.0,13686.38,1438.51,37.0,210.0,web,21.0,2023-08-12,educacion,700,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
701,18.0,10740.83,1237.17,132.0,198.0,móvil,42.0,2025-04-11,electronica,701,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
702,,19357.96,1445.41,64.0,229.0,call center,15.0,2024-05-15,educacion,702,El contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido
703,24.0,42.61,1457.67,202.0,187.0,web,36.0,2024-05-27,alimentos,703,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
704,38.0,9668.78,1361.6,86.0,130.0,call center,11.0,2024-12-03,servicios,704,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
705,9.0,10970.19,,267.0,105.0,marketplace,49.0,2024-11-03,hogar,705,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
706,70.0,879.43,62.41,192.0,238.0,tienda física,17.0,2024-12-31,alimentos,706,El  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
707,43.0,12533.08,195.6,30.0,82.0,call center,,2024-05-03,servicios,707,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara ..
708,22.0,7279.52,1457.74,68.0,80.0,web,21.0,2025-03-14,electronica,708,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
709,88.0,10941.39,659.43,42.0,33.0,tienda física,38.0,,alimentos,709,El  sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
710,28.0,15130.24,562.82,53.0,79.0,web,7.0,2024-06-12,ropa,710,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
711,87.0,12088.12,1381.75,130.0,197.0,marketplace,10.0,2025-08-25,electronica,711,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario ..
712,36.0,18328.13,1329.4,54.0,42.0,móvil,43.0,2024-11-29,alimentos,712,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
713,32.0,14379.51,723.09,199.0,17.0,tienda física,38.0,2023-12-01,electronica,713,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
